corps,activite,produit,variete,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Peinture, vitrerie & plâtre",Peinture,Peinture,Vinylique (kg),15.655754144355518,15.655754144355518,16.699471087312553,17.116957864495365,16.073240921538332,16.699471087312553,17.743188030269586,16.90821447590396,16.699471087312553,17.116957864495365,17.732304683859965,17.881289350012548,18.211485999999997,19.621100000000002,21.54335
"Peinture, vitrerie & plâtre",Peinture,Peinture,Mat (kg),20.896491181087143,20.896491181087143,21.9413157401415,21.314421004708887,22.35924556376324,23.508552578723037,25.33699555706816,25.85940783659534,25.075789417304573,25.598201696831747,25.674644878716336,26.098989447430444,26.55049,28.6689,30.6689
"Peinture, vitrerie & plâtre",Peinture,Vernis,2ème choix (kg),47.61494624736228,47.61494624736228,50.78927599718644,50.68346500552563,55.021715663618636,52.90549583040253,50.260221038882406,55.55077062192265,53.96360574701058,52.90549583040252,52.88588871576115,53.00820194659715,53.150834999999994,53.200896,53.200896
"Peinture, vitrerie & plâtre",Peinture,Laqué,Laqué (kg),34.138699590861414,34.138699590861414,34.138699590861414,38.72303925020566,38.62550010851749,36.5771781330658,36.08948242462492,35.11409100774317,39.015656675270186,39.50335238371107,39.47801843566177,39.42382381779293,39.085455,39.440626,40.54814
"Peinture, vitrerie & plâtre",Peinture,Enduit peinture,EP (kg),7.254600665292747,7.254600665292747,7.254600665292747,8.083697884183346,8.290972188905997,8.80915795071262,8.550065069809309,8.135516460364007,9.068250831615932,8.80915795071262,8.273332513431157,8.428946948830593,8.3984,8.445225,8.52363
"Peinture, vitrerie & plâtre",Chaux et Plâtre,Plâtre,40 kg (Sac),31.240910628809907,31.240910628809907,32.282274316436904,31.542906098221742,33.396533462197795,33.84431984787741,36.9684109107584,37.4890927545719,39.571820129825895,37.6973654920973,38.43512217282193,39.772811241888185,39.2026,39.346545,39.346545
"Peinture, vitrerie & plâtre",Chaux et Plâtre,Chaux,40 KG (Sac),38.43594580500376,38.43594580500376,42.27954038550415,40.19301761323251,38.435945805003776,38.435945805003776,43.92679520571859,43.37771026564711,42.27954038550415,46.12313496600453,48.25292752180501,49.7729255838162,50.51115,48.9366,48.997499999999995
"Peinture, vitrerie & plâtre",Verre,Demi Double ,Clair 3-4 mm (m²),74.87740263984432,74.87740263984432,74.87740263984432,70.55448059410396,68.21830563174083,74.87740263984432,79.370046798235,84.61146498302409,84.8610563251569,85.36023900942254,85.20106265153738,84.63872271634646,83.207562,83.792,84.79199999999999
"Peinture, vitrerie & plâtre",Verre,Demi Double ,Couleur 3-4 mm (m²),102.88371083815977,102.88371083815977,102.88371083815977,98.41050601910936,100.79919739248228,102.88371083815977,100.64710842863455,105.79129397054254,98.41050601910936,98.23157782634733,98.28195695396118,98.27865655163059,99.390081,103.42739999999999,114.27700000000002
"Peinture, vitrerie & plâtre",Verre,Double,Clair 6 mm (m²),116.981202047152,116.981202047152,116.981202047152,110.64472026959795,115.32396835148401,112.10698529518734,107.23276854322268,115.6164213566019,116.981202047152,118.93088874793787,116.7870814033266,117.3634247955958,116.0704,116.6375,120.0521
"Peinture, vitrerie & plâtre",Verre,Double,Couleur 6 mm (m²),150.74500567692235,150.74500567692235,150.74500567692235,159.61235895203544,164.04603558959198,156.9521529695015,157.39552063325712,148.0847996943884,150.74500567692232,146.31132903936577,159.31044032303527,160.14522532208116,161.1544,165.3535,175.8083
"Peinture, vitrerie & plâtre",Verre,Double,Armé 6- 8 mm (m²),197.7455279523518,197.7455279523518,197.7455279523518,207.6328043499694,207.6328043499694,182.9146133559254,197.7455279523518,199.72298323187536,207.6328043499694,202.68916615116063,202.57126272997405,202.37104237338647,201.96290000000002,203.7682,203.92369999999997
